id,employee_id,employee_name,designation,salary,retirement,other_benefits,total_benefits,total_compensation
11121,22273,Sarah Hernandez,Invstgtor Ofc Citizen Cmplnts,81606.82,16048.64,6466.96,35433.84,117040.66
11122,34173,Abigail Cunningham,Invstgtor Ofc Citizen Cmplnts,9390.15,1838.18,723.53,4182.47,13572.62
11123,34872,Brenda Long,Invstgtor Ofc Citizen Cmplnts,90963.01,17873.99,7514.34,38306.57,129269.58
11124,35549,Tracy Kent DDS,Invstgtor Ofc Citizen Cmplnts,15311.72,2788.27,1213.16,6518.93,21830.65
11125,36338,Alvin Sanchez IV,Invstgtor Ofc Citizen Cmplnts,90963.07,18199.73,7628.75,38746.72,131357.8
11126,36489,Jeffrey Soto,Invstgtor Ofc Citizen Cmplnts,90920.9,17993.74,7399.04,38305.05,129873.64
11127,38838,Amanda Walters,Invstgtor Ofc Citizen Cmplnts,90963.03,18001.48,7575.01,38494.73,130105.77
11128,42358,Robert Silva,Invstgtor Ofc Citizen Cmplnts,90963.03,18086.94,7365.51,38370.69,130413.72
11129,42633,Brandon Hicks,Invstgtor Ofc Citizen Cmplnts,90963.04,18001.48,7362.81,38282.53,129893.58
11130,48091,Daniel Harding,Invstgtor Ofc Citizen Cmplnts,40303.86,531.89,3159.17,10647.6,50951.46
11131,50029,Martin Kim,Invstgtor Ofc Citizen Cmplnts,94500.33,18583.62,7653.8,39155.66,133655.99
11132,50168,Richard Simpson,Invstgtor Ofc Citizen Cmplnts,90963.05,18205.77,7645.58,38769.59,131420.66
11133,54185,Robert Ross,Invstgtor Ofc Citizen Cmplnts,56575.55,11384.73,4587.57,25711.16,82286.71
11134,56105,Amy Robinson,Invstgtor Ofc Citizen Cmplnts,90963.05,18001.47,7094.4,38014.11,129625.22
11135,56502,Julia Livingston,Invstgtor Ofc Citizen Cmplnts,81606.83,16048.64,6258.1,35224.98,116831.81
11136,10012,Justin Wang,Security Guard,50329.9,12797.96,4485.66,30154.02,90955.14
11137,29701,Ashley Yates,Security Guard,47622.76,12169.24,4394.69,28742.07,85107.48
11138,33291,Theresa Ray,Security Guard,50517.0,13045.81,5308.13,31272.18,96116.12
11139,47011,Kevin Reyes,Security Guard,34278.83,8555.55,3358.67,20680.03,61038.71
11140,8217,Joseph Norris,Security Guard,50517.0,12151.44,4103.89,29173.57,82907.55
11141,11459,Sandra Rodriguez,Comm Pol Svcs Aide Supervisor,76545.13,16138.49,6824.16,35880.89,121758.05
11142,1243,Christine Cline,Comm Pol Svcs Aide Supervisor,11340.01,2226.09,1027.1,5167,17624.09
11143,15608,Keith Woods,Comm Pol Svcs Aide Supervisor,62100.0,12854.91,5040.53,28899.87,95248.24
11144,18465,Michael Foster DDS,Comm Pol Svcs Aide Supervisor,57285.91,11955.25,4896.02,27002.62,87746.46
11145,23216,Martin Diaz,Comm Pol Svcs Aide Supervisor,76545.17,15638.19,6887.95,35444.38,119045.12
11146,25812,Brenda Robinson,Comm Pol Svcs Aide Supervisor,76545.18,15557.0,6868.4,35343.64,122530.64
11147,27674,Sarah Blackwell,Comm Pol Svcs Aide Supervisor,76332.53,16104.62,6905.07,35892.05,119709.56
11148,33289,Wendy Conley,Comm Pol Svcs Aide Supervisor,11340.02,2128.73,1172.69,5215.23,19520.43
11149,35932,Victoria Wilson,Comm Pol Svcs Aide Supervisor,59133.12,12421.34,5217.13,28642.9,93268.84
11150,55843,Jill Sims,Comm Pol Svcs Aide Supervisor,59265.0,12377.67,5341.48,28221.2,92988.41
11151,10461,Dawn Carter,Fingerprint Technician 1,54153.81,11369.08,4767.13,29054.46,88820.73
11152,10557,Mark Anderson,Fingerprint Technician 1,59513.1,11687.8,5191.16,29579.32,92465.66
11153,11934,Alexander Miller,Fingerprint Technician 1,53979.22,12053.11,5186.48,30157.84,96548.27
11154,21267,Jacob Molina,Fingerprint Technician 1,56798.41,11172.94,4701.83,28793.03,86838.02
11155,24777,Leslie Reynolds,Fingerprint Technician 1,60534.04,11894.8,5233.5,30046.55,93468.84
11156,46097,Heather Moody,Fingerprint Technician 1,54095.62,12049.26,5114.65,30082.16,93590.94
11157,7801,Andre Davis,Fingerprint Technician 1,53998.61,12098.96,4937.54,29954.75,89941.14
11158,13829,Jose Curtis,Fingerprint Technician 2,64998.04,13916.69,7337.55,34083.67,123990.96
11159,28575,Nicholas Rivera,Fingerprint Technician 2,65448.0,13999.08,6198.07,33115.39,108512.12
11160,34630,Tracy Schneider,Fingerprint Technician 2,68235.69,13534.47,5647.42,32100.13,103481.3
11161,34967,Dana Cooper,Fingerprint Technician 2,65448.0,13963.82,6094.48,32976.54,107001.82
11162,49210,Angela Miranda,Fingerprint Technician 2,65363.78,13985.9,6313.77,33201.29,111148.78
11163,2266,Jessica Murphy,Fingerprint Technician 3,70389.03,15054.66,6246.47,34219.37,112989.48
11164,27597,Stacey Martin,Fingerprint Technician 3,70389.06,14594.41,6671.21,34183.86,118469.84
11165,29297,Melissa Adams,Fingerprint Technician 3,70389.0,13958.71,5783.16,32660.11,105076.9
11166,34682,Raymond Flores,Fingerprint Technician 3,52140.0,10556.99,5918.26,26044.32,94802.59
11167,10318,Jimmy Lewis,Community Police Services Aide,66123.03,13642.91,5667.47,32228.62,101658.98
11168,11281,Lisa Schwartz,Community Police Services Aide,65817.0,14028.43,6219.73,33106.6,111829.45
11169,11833,Marc Norman,Community Police Services Aide,58045.6,12665.71,5035.13,30092.78,95515.72
11170,12305,Laura Richardson,Community Police Services Aide,66123.16,13725.67,5903.49,32547.4,105269.49
11171,12342,Sharon Brown,Community Police Services Aide,66000.71,13295.19,5707.39,31896.9,101110.36
11172,12348,Joshua Rivas,Community Police Services Aide,66123.17,14342.51,6409.66,33670.41,118081.66
11173,1243,Megan Stanley,Community Police Services Aide,56713.07,11925.81,5058.86,27989.1,89523.16
11174,12952,Rachel Miller,Community Police Services Aide,66123.17,13410.9,6150.49,32479.63,108328.02
11175,13236,Brian Hudson,Community Police Services Aide,47270.73,9845.14,4204.21,23284.46,73530.27
11176,1336,Lisa Noble,Community Police Services Aide,53752.6,11013.04,4837.21,26351.71,86264.97
11177,13506,Kelsey Sawyer,Community Police Services Aide,66000.67,13307.72,6295.15,32497.19,109210.71
11178,13630,Gregory Walters,Community Police Services Aide,66123.17,14379.9,5789.53,33087.67,107860.39
11179,13831,Amy Davis,Community Police Services Aide,66123.15,13728.81,5776.18,32423.23,103965.2
11180,14038,Diana Turner,Community Police Services Aide,23320.52,6303.57,2192.54,13519.87,40231.39
11181,14129,Rebecca Bernard,Community Police Services Aide,60352.78,12529.62,4947.57,30359.55,94531.92
11182,14615,Kathryn Armstrong,Community Police Services Aide,60535.98,12576.16,5279.97,30774.37,96105.55
11183,14630,John Nguyen,Community Police Services Aide,60522.1,13124.08,5415.23,31457.55,98523.6
11184,14942,Richard Lopez,Community Police Services Aide,50304.99,10870.67,4649.01,25347.59,84250.33
11185,1505,Hannah Padilla,Community Police Services Aide,66123.14,13718.23,5837.05,32473.52,104354.63
11186,15085,Colleen Conway,Community Police Services Aide,66123.01,14494.84,7260.05,34673.13,123540.7
11187,15171,Dr. Tracey Newman MD,Community Police Services Aide,58470.13,12380.72,5210.18,30040.2,94384.33
11188,15326,Taylor Martin,Community Police Services Aide,61609.8,12732.15,4951.81,30602.2,95293.11
11189,15363,David Gillespie,Community Police Services Aide,66123.0,14244.11,6230.77,33393.13,109258.5
11190,15608,Mrs. Victoria Ramos,Community Police Services Aide,9796.04,1885.12,871.73,4670.66,16168.91
11191,16027,Laura Jones,Community Police Services Aide,66123.16,13463.24,6201.3,32582.78,108075.3
11192,16073,Alicia Stein,Community Police Services Aide,66123.0,14528.77,7109.64,34556.65,121460.32
11193,16114,Karen Barrera,Community Police Services Aide,60472.1,12753.55,4882.67,30506.62,97179.91
11194,16505,Anthony Larsen,Community Police Services Aide,21147.0,4933.21,1873.03,11830,35383.26
11195,17165,Ryan Mccormick,Community Police Services Aide,63795.05,13650.5,6346.34,32460.26,109788.79
11196,1729,Lori Johnson,Community Police Services Aide,60494.34,12723.52,5437.37,31079.13,98431.32
11197,17383,Todd Olson,Community Police Services Aide,66123.13,13737.07,5568.93,32224.24,102709.11
11198,17504,Wendy Wilkerson,Community Police Services Aide,63773.21,13931.96,6025.2,32416.33,105532.84
11199,17869,Robert Pearson,Community Police Services Aide,8745.22,1751.44,860.23,4495.58,15130.05
11200,17894,Darrell Hall,Community Police Services Aide,66061.93,14034.4,6198.86,33139.55,108514.21
11201,17924,Jeremy Rhodes,Community Police Services Aide,51988.35,10658.67,4573.12,25388.58,80184.32
11202,18166,Michael Hoffman,Community Police Services Aide,65878.28,13904.4,6438.41,33213.21,113220.27
11203,18215,Jason Rivera,Community Police Services Aide,66061.86,13996.19,6365.98,33268.46,110758.57
11204,18465,Adam Sullivan,Community Police Services Aide,12373.57,2396.78,1049.99,5815.12,18977.01
11205,19090,Eric Taylor,Community Police Services Aide,65878.19,13423.31,6095.21,32388.92,107906.48
11206,19256,David Lane,Community Police Services Aide,66107.76,13885.56,6172.71,32973.52,113396.51
11207,19282,Tracy Heath,Community Police Services Aide,65802.0,13423.66,6558.15,32837.31,115843.88
11208,19428,Cory Rose,Community Police Services Aide,65755.8,13900.76,5742.31,32489.55,105169.03
11209,19515,Crystal Mcdonald,Community Police Services Aide,21147.0,4769.4,1652.47,11445.63,34210.96
11210,19702,Jason Hunt,Community Police Services Aide,66061.91,13605.03,6358.81,32870.13,111355.82
11211,20016,David Bray,Community Police Services Aide,66123.22,13469.09,5328.4,31715.73,100347.19
11212,20717,Benjamin Brady,Community Police Services Aide,66123.13,13721.71,5836.55,32476.5,104648.45
11213,21076,Willie Ray,Community Police Services Aide,66123.17,13466.25,5966.14,32350.63,107863.49
11214,21260,Brian Stokes,Community Police Services Aide,66123.13,13475.27,5770.39,32163.9,103201.19
11215,21274,Victoria Medina,Community Police Services Aide,66123.18,13387.13,5627.57,31932.94,100136.19
11216,21815,Rachel Brown,Community Police Services Aide,66123.16,13482.22,5916.98,32317.44,107206.81
11217,23256,Michelle Rodgers,Community Police Services Aide,66123.14,13461.6,6019.28,32399.12,105500.77
11218,23266,David Hopkins,Community Police Services Aide,25714.52,5846.28,2421.96,13292,42810.23
11219,23298,Tonya Schmidt,Community Police Services Aide,21147.0,4741.07,1698.87,11463.7,33759.86
11220,23344,Diana Baker,Community Police Services Aide,61561.31,12425.09,5515.52,30852.88,99165.75
11221,23470,Christopher Thompson,Community Police Services Aide,66061.98,14252.17,6221.66,33380.12,109043.36
11222,23731,Dr. Crystal Estrada,Community Police Services Aide,60536.01,12878.52,5174.05,30970.81,97884.95
11223,23973,Micheal Frost,Community Police Services Aide,65817.04,14197.74,6855.87,33912.05,115661.82
11224,24056,Mrs. Brooke Mcneil,Community Police Services Aide,65114.48,13115.18,5829.85,31666.21,106958.28
11225,24210,Kelsey Perkins,Community Police Services Aide,66123.15,13323.91,6053.99,32296.14,107426.49
11226,24505,Jonathan Lucas,Community Police Services Aide,66123.16,13464.75,5756.75,32139.74,108284.3
11227,2487,Tina Whitaker,Community Police Services Aide,65817.07,13272.13,5330.5,31461.07,102211.98
11228,25055,Vanessa Lewis,Community Police Services Aide,66123.14,13949.11,6254.58,33121.93,109201.96
11229,25336,Dwayne Frank,Community Police Services Aide,60544.3,12792.25,5451.37,31137.94,98780.97
11230,25556,Leah Martinez,Community Police Services Aide,66123.15,13979.97,5920.65,32818.86,107755.78
11231,25718,Lauren Wilson,Community Police Services Aide,66123.1,13323.81,5902.52,32144.57,104853.96
11232,26118,George Pineda,Community Police Services Aide,52336.76,10954.97,4061.59,25241.41,79930.23
11233,26334,Henry Ponce,Community Police Services Aide,65707.89,14416.35,6360.66,33614.15,111036.9
11234,26486,Andrea Dean,Community Police Services Aide,61618.23,13400.25,5584.91,31903.4,102632.37
11235,26599,Madeline Day DDS,Community Police Services Aide,66123.0,14487.73,6559.07,33965.04,113986.1
11236,27130,Krista Thomas,Community Police Services Aide,65755.79,13924.25,6332.34,33103.07,110254.3
11237,27234,Mary Peterson,Community Police Services Aide,61590.41,13415.93,5303.34,31637.51,99848.8
11238,27450,Kimberly Henderson,Community Police Services Aide,62633.01,13352.33,5378.08,30966.8,99035.87
11239,27653,Mrs. Tanya Peterson PhD,Community Police Services Aide,21147.0,4759.72,1629.3,11412.78,34131.11
11240,28154,Erica Rocha,Community Police Services Aide,60522.08,12951.43,5373.54,31243.21,97770.82
11241,28375,Abigail Tapia,Community Police Services Aide,60533.2,12778.2,4758.47,30442.96,96678.69
11242,28389,Patricia Alvarez,Community Police Services Aide,66061.29,13533.33,6169.51,32609,107612.19
11243,28526,Alexandra Collins,Community Police Services Aide,21147.0,4753.72,1910.3,11687.78,35284.16
11244,28541,Eric Bennett,Community Police Services Aide,61618.18,13408.37,5630.49,31957.1,101755.03
11245,28987,Susan Johnson,Community Police Services Aide,65939.51,14084.8,5611.43,32578.59,106885.67
11246,29750,Christopher Ross,Community Police Services Aide,26652.01,5096.13,2277.34,13114.91,41100.09
11247,29875,Linda Sullivan,Community Police Services Aide,66123.13,13610.03,6263.01,32791.28,115346.08
11248,29989,Thomas Brewer,Community Police Services Aide,65939.45,13933.58,5758.86,32574.8,105028.94
11249,31912,Angela George,Community Police Services Aide,60536.04,12569.5,5286.55,30774.29,97298.83
11250,32434,Sarah Austin,Community Police Services Aide,60569.23,12585.68,5416.51,30884.55,97955.13
11251,32636,Adrian Norris,Community Police Services Aide,66123.1,13465.71,5766.84,32150.79,102143.64
11252,32695,Priscilla Benson,Community Police Services Aide,66123.13,14455.31,6290.59,33664.14,111850.53
11253,32797,Dana Oneill,Community Police Services Aide,60458.16,12897.32,5563.4,31319.16,100375.61
11254,3284,Derek Lucero,Community Police Services Aide,60939.97,12664.11,5451.65,30898.84,98386.72
11255,32964,Brian Vincent,Community Police Services Aide,66123.0,14580.02,6662.97,34161.23,121779.01
11256,33096,Bobby Simpson,Community Police Services Aide,65939.41,13424.99,6147.24,32454.59,107175.92
11257,33142,Christine Beasley,Community Police Services Aide,66123.14,14351.79,6053.96,33323.99,107950.84
11258,33272,Jason Floyd,Community Police Services Aide,65939.47,13410.42,5795.43,32088.21,102356.3
11259,33289,James Wolf,Community Police Services Aide,56713.06,11598.76,4961.75,27564.94,87897.49
11260,3505,Amy Mays,Community Police Services Aide,66000.69,14085.25,6065.4,33044.97,109814.21
11261,35074,Ricky Cantrell,Community Police Services Aide,48941.5,10050.75,4184.63,23796.91,75234.95
11262,35199,Brian Butler,Community Police Services Aide,65939.5,13446.67,5952.1,32281.13,104619.14
11263,35295,James Williams,Community Police Services Aide,66123.0,14465.22,7062.33,34445.79,120750.53
11264,35932,Donald Hughes,Community Police Services Aide,8884.01,1662.71,779.06,4355.58,13941.64
11265,3636,Curtis Edwards,Community Police Services Aide,65816.97,13972.82,5940.41,32771.67,107958.7
11266,36432,Michelle Barnett,Community Police Services Aide,65694.61,13834.83,5947.01,32616.35,104803.01
11267,36688,Michael Sweeney,Community Police Services Aide,66123.02,13380.4,5495.4,31794.04,101347.97
11268,3672,Judy Hernandez,Community Police Services Aide,56702.32,12561.54,5673.47,29312.76,98292.65
11269,36744,Mr. Eric Meyer,Community Police Services Aide,66123.21,13325.0,5879.2,32122.44,103450.7
11270,37010,Samuel Myers,Community Police Services Aide,57433.46,12180.96,5219.96,28621.5,91743.84
11271,37109,Charles Sanford,Community Police Services Aide,20945.6,4676.85,1873.54,11526.3,35074.13
11272,37201,Austin Harris,Community Police Services Aide,66123.05,13702.68,5656.09,32277.01,104465.05
11273,3730,Julie Blanchard,Community Police Services Aide,64449.24,13011.16,5748.28,31350.67,101021.74
11274,37507,Thomas Reynolds,Community Police Services Aide,61260.63,13079.95,5603.95,30652.17,98436.4
11275,37753,James Kennedy,Community Police Services Aide,66123.11,13701.92,5878.13,32498.29,103813.14
11276,379,Patricia Small,Community Police Services Aide,65817.02,14037.36,5847.76,32743.56,106757.79
11277,38541,Margaret Perez,Community Police Services Aide,66123.08,13339.33,5745.8,32003.37,102729.05
11278,38883,Ian Lang,Community Police Services Aide,66123.14,13646.01,5777.85,32342.11,103817.1
11279,39016,Angela Lee,Community Police Services Aide,21147.0,4898.72,1862.37,11784.85,34761.96
11280,39158,Jesse Kelley,Community Police Services Aide,66878.2,14529.27,6360.37,33783.96,112885.42
11281,39328,Timothy Perry,Community Police Services Aide,8884.03,1727.78,848.58,4490.17,14843.37
11282,39383,Ms. Cindy Davis,Community Police Services Aide,21147.0,4727.09,1910.43,11661.28,35259.27
11283,39685,Ashley Carey,Community Police Services Aide,66123.18,13453.0,5850.8,32222.04,103277.76
11284,39911,Katherine Sherman,Community Police Services Aide,66123.05,13380.4,5537.86,31836.5,99930.5
11285,40265,Sandra Kennedy DDS,Community Police Services Aide,66123.15,13523.9,6175.61,32617.75,107955.61
11286,40657,Matthew Medina,Community Police Services Aide,66123.19,13756.07,5662.42,32336.73,102443.14
11287,4076,Ms. Kara Walton,Community Police Services Aide,65449.66,14264.7,6310.43,33361.8,110268.67
11288,40806,Victor Vaughn,Community Police Services Aide,61590.47,13069.27,5482.8,31470.32,102507.43
11289,4091,Melinda Hernandez,Community Police Services Aide,51260.12,10571.14,4712.01,25297.66,83286.68
11290,40956,Ronald Taylor,Community Police Services Aide,66123.11,13459.95,6005.5,32383.69,105310.75
11291,42332,Stephen Collins,Community Police Services Aide,21147.0,4883.01,1921.97,11828.74,35575.87
11292,42434,Samuel Miller,Community Police Services Aide,65694.51,13497.53,5591.17,31923.21,101728.4
11293,42456,Michele White,Community Police Services Aide,65939.51,13935.29,5765.88,32583.53,103563.83
11294,42635,Mr. Kevin Hunter MD,Community Police Services Aide,8660.2,1915.04,786.71,4759.09,13741.51
11295,43633,Troy Preston,Community Police Services Aide,59885.58,12608.39,5310.58,30682.79,97505.69
11296,43697,Judy Lynch,Community Police Services Aide,66123.14,13453.89,6113.41,32485.54,106778.5
11297,44018,Samantha Carter,Community Police Services Aide,66123.12,14141.06,6794.27,33853.57,118265.14
11298,44336,Judith Newton,Community Police Services Aide,66000.66,13708.3,5639.13,32241.75,103033.35
11299,44667,Katherine Perkins,Community Police Services Aide,66000.69,13297.13,6296.88,32488.33,110667.32
11300,44913,Grace Rivera,Community Police Services Aide,11077.01,2450.49,890.52,5972.5,17466.41
11301,45062,Kathleen Stewart,Community Police Services Aide,65817.03,13916.99,6417.7,33193.13,114421.89
11302,4546,Amy Cisneros,Community Police Services Aide,66123.01,14396.22,6063.52,33377.98,113407.89
11303,45764,Scott Lee,Community Police Services Aide,66123.16,13779.29,5404.5,32102.03,105252.81
11304,45832,Christopher Reyes,Community Police Services Aide,65993.04,13398.91,5494.86,31786.6,104618.04
11305,4606,Manuel Carney,Community Police Services Aide,66123.02,14443.75,6310.89,33672.88,110552.56
11306,46171,Ronald Baxter,Community Police Services Aide,59967.14,13021.69,5638.21,31578.14,101548.63
11307,46298,Tonya Lopez,Community Police Services Aide,66000.69,13442.9,6060.94,32398.16,106027.14
11308,4663,Carolyn Roman,Community Police Services Aide,61609.87,12732.14,5235.11,30885.49,95576.47
11309,47160,Lisa Yates,Community Police Services Aide,66123.01,14501.22,6337.93,33757.39,113976.38
11310,473,Paul Russell,Community Police Services Aide,44415.11,8990.34,3844.22,22882.08,70270.99
11311,47775,Kevin Jacobs,Community Police Services Aide,66061.95,14062.44,5781.9,32750.63,105931.38
11312,47836,Lori Austin,Community Police Services Aide,65274.96,13837.15,6642.48,33391.9,107489.1
11313,47994,Matthew Weaver,Community Police Services Aide,21147.0,4727.09,1802.79,11553.64,34668.25
11314,48419,Jason Daniels,Community Police Services Aide,66123.0,13566.23,6418.56,32903.03,111058.75
11315,48785,Nicole Wolfe,Community Police Services Aide,56984.0,12405.09,5376.1,28913.97,93874.09
11316,48980,Logan Thomas,Community Police Services Aide,5816.39,1151.36,519.7,2807.38,9130.09
11317,49169,Francisco Smith,Community Police Services Aide,66123.14,14632.16,6290.94,33841.34,111943.71
11318,50230,Kristina Santos,Community Police Services Aide,67426.29,13635.9,5881.13,32435.27,105399.66
11319,50353,Sara Harris,Community Police Services Aide,64522.58,14121.14,6715.35,33442.07,116440.97
11320,50785,Patty Vega,Community Police Services Aide,66061.83,14334.84,6603.1,33844.23,113353.05
11321,50803,Maria Rosario,Community Police Services Aide,65633.37,14612.51,6148.08,33583.14,109840.26
11322,50899,Holly Gomez,Community Police Services Aide,66123.16,13327.05,5995.46,32240.75,108123.69
11323,51240,Kevin Wilson,Community Police Services Aide,61576.58,13431.9,5815.95,32166.09,104359.64
11324,51266,Tara Dawson,Community Police Services Aide,64668.37,13243.81,5468.68,31346.53,104346.67
11325,51398,Sean Green,Community Police Services Aide,66000.67,14034.34,6579.44,33508.1,113787.14
11326,52091,John Adams,Community Police Services Aide,65893.62,13888.51,6985.98,33747.88,112143.14
11327,52291,Todd Hernandez,Community Police Services Aide,66081.78,14065.8,5968.48,32944.45,105402.82
11328,52416,Desiree Dominguez,Community Police Services Aide,26540.99,5118.41,2430.22,13266.15,43095.22
11329,52990,Jessica Thomas,Community Police Services Aide,60924.51,12318.92,5296.68,29518.21,92671.84
11330,53654,Angel Burgess,Community Police Services Aide,61590.43,13708.8,5868.42,32495.46,105366.69
11331,54923,Cole Perkins,Community Police Services Aide,65572.11,13874.55,6692.24,33377.39,117083.73
11332,55022,Jeremy Kelley,Community Police Services Aide,66031.16,14074.13,6209.75,33184.18,108696.74
11333,55052,Sandra Hughes,Community Police Services Aide,66000.67,13436.67,5802.72,32133.71,105576.83
11334,55276,Jeremy Russell,Community Police Services Aide,40860.12,8021.71,3466.28,20290.16,62631.69
11335,55400,Michael Baker,Community Police Services Aide,66123.03,13770.5,5416.58,32105.32,103163.82
11336,55408,Richard Esparza,Community Police Services Aide,65817.03,13790.7,5904.82,32553.96,104206.7
11337,55482,Hunter Peterson,Community Police Services Aide,62353.8,13600.96,5269.5,31052.3,100783.88
11338,55807,Raymond Francis,Community Police Services Aide,66061.88,13317.44,6357.11,32580.84,113041.47
11339,55843,Jenna Jones,Community Police Services Aide,12496.0,2321.06,1084.29,5797.61,19008.93
11340,56098,Tamara Gibson,Community Police Services Aide,64775.3,13678.3,6438.51,32771.73,111266.92
11341,56967,Valerie Evans,Community Police Services Aide,66123.12,13643.15,5337.34,31898.73,104182
11342,5923,Robert Riley,Community Police Services Aide,66123.13,14188.8,6039.09,33146.13,106498.44
11343,619,Brittany White,Community Police Services Aide,66123.14,13466.3,6463.11,32847.65,111654.16
11344,6275,Jesus Harper,Community Police Services Aide,65694.59,13975.72,6541.27,33351.5,113060.57
11345,6417,Timothy Valdez,Community Police Services Aide,65816.95,14021.42,6247.56,33127.42,110204.94
11346,6998,Craig Haynes,Community Police Services Aide,66123.1,14404.78,6138.65,33461.67,108074.34
11347,7207,Isaac Bishop,Community Police Services Aide,39927.55,8270.23,3322.41,21077.99,67086.39
11348,7406,Lisa Black,Community Police Services Aide,66123.13,14129.1,6390.39,33437.73,111236.86
11349,8185,Becky Murray,Community Police Services Aide,35933.62,7113.15,3307.21,17440.59,57241.89
11350,826,Sarah Nelson,Community Police Services Aide,21147.0,4700.41,1778.22,11502.39,33610.65
11351,8482,Kenneth Black,Community Police Services Aide,62755.76,13418.03,5834.02,31512.42,102607.11
11352,9310,Adam Santos,Community Police Services Aide,35510.63,6994.45,3457.98,17390,59433.61
11353,9356,Jason Roy,Community Police Services Aide,66123.14,13724.99,6113.14,32756.37,107132.91
11354,44952,Patrick Reyes,EMT/Paramedic/Firefighter,2050.2,426.85,160.22,874.14,2924.34
11355,12859,Katrina Thomas,"Inspector, (Police Department)",65130.06,12299.29,176.46,18695.64,195470.97
11356,34193,Sharon Parsons,"Inspector, (Police Department)",152831.7,30769.44,434.93,44122.62,224522.72
11357,21599,Richard Rogers,Inspector 2,67756.0,12765.68,195.1,19180.67,155099.9
11358,33572,Dr. Dustin Haas,Inspector 2,141877.14,27614.06,2612.91,30226.97,183928
11359,34818,Kenneth Moore,Inspector 2,140724.0,28380.75,93.66,41392.66,193105.09
11360,10166,Rodney Foley,Inspector 3,79185.25,15188.23,237.89,22124.47,202234.17
11361,10359,Donald James,Inspector 3,143968.5,27947.56,430.17,41295.98,219791.97
11362,10486,Jared Moreno,Inspector 3,68991.06,12535.25,180.51,18935.65,121593.78
11363,10864,Judith King,Inspector 3,143364.55,27817.67,428.39,41164.31,218946.86
11364,11249,Brenda Carlson,Inspector 3,144346.02,29014.51,602.33,42535.09,284612.58
11365,1129,Felicia Prince,Inspector 3,68991.04,12535.13,180.18,18935.2,169304.02
11366,11354,Michael Horton,Inspector 3,74298.11,13499.5,205.6,20403.45,203488.65
11367,11859,Amber Simmons,Inspector 3,143289.07,27557.97,2540.98,43017.2,192547.17
11368,12468,Thomas Flores,Inspector 3,100833.06,18597.71,2496.66,30184.99,183032.57
11369,12955,Seth Hughes,Inspector 3,20697.3,3760.53,54.17,5680.67,44766.21
11370,13515,Matthew Smith,Inspector 3,62456.76,11126.77,1071.66,17829.23,80983.76
11371,14786,Michael Frost,Inspector 3,143289.0,28846.56,387.21,42152.02,224693.61
11372,14982,Dylan Becker,Inspector 3,5307.0,945.45,87.15,1511.05,6884.61
11373,15456,William Robinson,Inspector 3,143289.04,27268.8,2401.15,42588.2,186976.59
11374,1629,Paul Garner,Inspector 3,143289.04,27260.37,3195.75,43374.37,232506.34
11375,17288,James Benjamin,Inspector 3,143289.04,27728.86,3461.81,44108.92,248891.3
11376,181,Jason Huff,Inspector 3,148459.1,28786.6,438.06,42142.91,220511.63
11377,19060,Gary Sanchez,Inspector 3,143289.04,27788.04,3017.01,43723.3,227622.73
11378,19104,Randy Alexander,Inspector 3,143289.06,27820.01,387.24,41125.5,197166.83
11379,19155,Kelly Richmond,Inspector 3,45374.87,7714.0,171.11,11975.88,195764.47
11380,1928,Mr. Roberto Black,Inspector 3,143289.05,27803.97,2453.67,43175.88,220521.61
11381,19364,Brittany Thomas,Inspector 3,0.0,0.0,0,3.8,103731.28
11382,19488,Christina York,Inspector 3,79122.35,14906.71,230.09,22074.37,231650.08
11383,19543,Charles Warner,Inspector 3,143289.08,27804.01,3218.56,43940.82,234413.92
11384,1955,Jennifer Haynes,Inspector 3,9021.9,1639.21,23.93,2476.51,105458.61
11385,19739,William Davidson,Inspector 3,146214.75,29409.07,570.41,42897.74,276007.34
11386,20060,Joe Thompson,Inspector 3,143289.1,27262.11,3157.1,43337.46,232193
11387,20120,Steven Horn,Inspector 3,68991.0,12956.2,200.34,19376.43,189479.36
11388,20973,Christine Fisher,Inspector 3,151971.5,30599.64,595.26,44113.15,282337.77
11389,21265,Maria Jenkins,Inspector 3,143289.18,27251.49,2719.95,42889.69,202946.83
11390,21680,Brenda Smith,Inspector 3,53667.08,10080.96,162.35,15081.67,190336.12
11391,23011,Michael Robinson,Inspector 3,143289.06,27694.08,3019.09,43631.42,218169.6
11392,23089,Matthew Oneal,Inspector 3,37149.01,6938.39,121.52,10409.09,178192.56
11393,23329,Stephanie James,Inspector 3,68991.0,12535.12,176.21,18931.22,181605
11394,23605,Amanda Perez MD,Inspector 3,143543.92,27850.07,387.1,41155.42,202425.32
11395,23840,Kaylee Espinoza,Inspector 3,143289.02,28822.77,496.86,42237.88,247409.89
11396,24434,Nathan Bauer,Inspector 3,99111.58,19364.52,1888.68,30188.62,147715.63
11397,25591,Catherine Farmer,Inspector 3,68991.07,12535.25,213.1,18968.24,168159.4
11398,26885,Brittany Mays,Inspector 3,68991.02,12893.87,242.96,19356.72,231908.19
11399,27573,David Carrillo,Inspector 3,144421.68,27997.92,358.53,41274.7,191115.02
11400,28438,Tim Walker,Inspector 3,143289.02,27810.74,2576.93,43305.92,196036.19
11401,29196,Lindsay Brown,Inspector 3,77614.93,14102.17,221.11,21320.67,157041.59
